Clothing ID,Age,Title,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
1080,30,Nice fall dress but needs the right body type,3,1,2,General,Dresses,Dresses
947,47,So flipping soft and pretty!,4,1,1,General,Tops,Sweaters
947,45,It's a bell,3,0,1,General,Tops,Sweaters
850,35,So cute and unique!,5,1,2,General Petite,Tops,Blouses
1022,26,Dream pants do come true,5,1,4,General,Bottoms,Jeans
862,35,Nice,5,1,0,General,Tops,Knits
1078,66,Love it!,5,1,2,General,Dresses,Dresses
1078,62,,5,1,7,General,Dresses,Dresses
1077,29,Cute & unique,5,1,0,General Petite,Dresses,Dresses
1078,33,Lovely gem!!,5,1,2,General,Dresses,Dresses
985,53,Great twist on a cargo jacket,5,1,0,General,Jackets,Jackets
1201,38,,3,1,0,General,Dresses,Dresses
996,39,Dear eva,5,1,1,General Petite,Bottoms,Skirts
864,48,Cozy sweater in a boxy style,3,1,6,General,Tops,Knits
927,30,Super cozy,4,1,0,General,Tops,Sweaters
1046,49,"Attractive casual pants, nice texture and color",5,1,0,General Petite,Bottoms,Pants
864,64,,5,1,2,General,Tops,Knits
985,45,My new fave!,5,1,4,General,Jackets,Jackets
1078,56,"Wanted to love, but...",3,0,15,General Petite,Dresses,Dresses
862,32,"Sexy, simple top",5,1,0,General,Tops,Knits
1046,43,,5,1,2,General Petite,Bottoms,Pants
862,48,Too low cut,2,0,1,General,Tops,Knits
1072,53,,4,1,0,General,Dresses,Dresses
1080,41,So flattering!,5,1,0,General,Dresses,Dresses
985,40,Cute style but runs big!,4,1,2,General,Jackets,Jackets
864,32,Shorter & smaller than picture/ description,2,0,0,General,Tops,Knits
927,68,A/c is running,5,1,0,General,Tops,Sweaters
1078,65,,5,1,2,General Petite,Dresses,Dresses
1072,39,Runs really small,4,1,0,General,Dresses,Dresses
1078,43,Elegant comfort,5,1,14,General Petite,Dresses,Dresses
862,26,Order up a size!,5,1,0,General,Tops,Knits
1201,35,,5,1,0,General,Dresses,Dresses
1046,53,Very cute,4,1,3,General Petite,Bottoms,Pants
942,22,Sweater season,4,1,2,General,Tops,Sweaters
1059,45,Stylish and functional,5,1,0,General,Bottoms,Pants
1059,72,"Lovely pants, bad fit",3,1,3,General,Bottoms,Pants
1094,56,Statement dress!,5,1,0,General Petite,Dresses,Dresses
833,71,Easy breezy,5,1,2,General,Tops,Blouses
1051,29,"Lovely, airy, but a tad big",4,1,0,General Petite,Bottoms,Pants
833,48,"Super cute and flow, perfect for summer",5,1,3,General,Tops,Blouses
115,39,,4,1,0,Initmates,Intimate,Sleep
878,51,,5,1,1,General,Tops,Knits
1094,59,Gorgeous big floral,4,1,1,General Petite,Dresses,Dresses
942,52,Cozy and warm,4,1,4,General,Tops,Sweaters
115,41,On the fence,3,1,0,Initmates,Intimate,Sleep
1059,50,I love them!,5,1,0,General Petite,Bottoms,Pants
1078,39,Cute and decent make!,4,1,8,General Petite,Dresses,Dresses
833,46,Pretty but sheer,5,1,2,General,Tops,Blouses
1051,25,Not quite perfect,3,1,1,General Petite,Bottoms,Pants
1059,54,Wanted to love these but didn't,3,0,1,General Petite,Bottoms,Pants
1059,54,,4,1,9,General Petite,Bottoms,Pants
1059,51,Maybe not for everyone,4,0,0,General Petite,Bottoms,Pants
1051,47,Could live in this jumpsuit,5,1,0,General Petite,Bottoms,Pants
1059,79,Cute and funky work pants,5,1,1,General Petite,Bottoms,Pants
1078,55,Nice winter dress,5,1,0,General Petite,Dresses,Dresses
1051,58,Great romper but not for all body types!!,4,1,4,General Petite,Bottoms,Pants
833,66,,5,1,15,General,Tops,Blouses
1051,53,Material was light and comfortable,5,1,1,General Petite,Bottoms,Pants
1059,40,Unique and well made,5,1,0,General Petite,Bottoms,Pants
1051,30,Not for me,4,1,0,General Petite,Bottoms,Pants
992,50,,5,1,0,General Petite,Bottoms,Skirts
1051,33,Embroidered gauze romper,5,1,20,General Petite,Bottoms,Pants
1053,33,Bridgette jogger,4,1,0,General,Bottoms,Pants
1059,43,Perfect pants!!,5,1,0,General,Bottoms,Pants
825,45,Perfect,5,1,2,General Petite,Tops,Blouses
1059,85,Nice pants if you have super tiny calves,2,1,2,General,Bottoms,Pants
1094,27,Favorite retailer purchase!,5,1,0,General Petite,Dresses,Dresses
942,34,Great quality and color but boxy and ill-fitting,2,0,1,General,Tops,Sweaters
1078,49,Versatile comfortable dress,4,1,0,General Petite,Dresses,Dresses
992,66,Sizing issue,4,1,0,General Petite,Bottoms,Skirts
833,24,A size 2 too big,3,1,0,General,Tops,Blouses
1059,44,Love these pants!,5,1,0,General,Bottoms,Pants
1059,26,Runs small,5,1,0,General,Bottoms,Pants
1059,58,"Fun, true to size",4,1,3,General,Bottoms,Pants
1078,44,Beutiful dress,4,1,8,General Petite,Dresses,Dresses
1051,37,Comfy,4,1,2,General Petite,Bottoms,Pants
1059,47,Adorable,4,1,1,General,Bottoms,Pants
1059,32,Great pattern,4,1,0,General,Bottoms,Pants
1051,35,Flowy & fun,5,1,11,General Petite,Bottoms,Pants
833,56,Super cute,5,1,7,General,Tops,Blouses
1094,34,Gorgeous!!!,5,1,18,General Petite,Dresses,Dresses
992,34,Runs small,4,1,0,General Petite,Bottoms,Skirts
1094,37,Perfect for hourglass,5,1,12,General Petite,Dresses,Dresses
1094,34,Absolutely beautiful and comfortable,5,1,33,General Petite,Dresses,Dresses
942,38,"Pretty, but ill fitting",2,0,6,General,Tops,Sweaters
878,35,Cute!,4,1,0,General,Tops,Knits
992,53,Stunning skirt!,5,1,2,General Petite,Bottoms,Skirts
1051,34,Too big on top,3,0,1,General Petite,Bottoms,Pants
833,38,Great top,5,1,0,General,Tops,Blouses
1051,38,Best for tall folks,3,1,5,General Petite,Bottoms,Pants
1094,35,Perfect,5,1,0,General,Dresses,Dresses
1059,52,Classic and timeless,5,1,2,General,Bottoms,Pants
867,37,,4,1,0,General,Tops,Knits
1013,45,Great work skirt,5,1,2,General,Bottoms,Skirts
1044,39,,3,0,0,General,Bottoms,Pants
835,32,Pirate sleeves,1,0,0,General Petite,Tops,Blouses
1059,36,Lovely,5,1,1,General,Bottoms,Pants
835,39,Why did i order this?,5,1,2,General Petite,Tops,Blouses
857,29,,5,1,0,General Petite,Tops,Knits
867,35,,5,1,1,General,Tops,Knits
1104,41,Cute & comfortable,4,1,0,General Petite,Dresses,Dresses
835,31,Great shirt,4,1,1,General Petite,Tops,Blouses
835,46,Cute blouse!,4,1,7,General Petite,Tops,Blouses
434,37,Nice idea,3,0,1,Initmates,Intimate,Lounge
878,41,Loved it but big,3,1,0,General,Tops,Knits
1020,55,Love the color and stretch,5,1,0,General,Bottoms,Skirts
867,26,Color better in person,4,1,0,General,Tops,Knits
1104,51,Cute but no shape or support up top,3,0,11,General Petite,Dresses,Dresses
867,47,Great top!,5,1,0,General,Tops,Knits
1059,32,,4,1,0,General,Bottoms,Pants
835,49,Shoulders are puffy,3,1,1,General Petite,Tops,Blouses
835,34,Better in person,5,1,3,General Petite,Tops,Blouses
835,27,"Beautiful details, but not quite right",3,0,0,General Petite,Tops,Blouses
1020,56,Fits like a glove,5,1,5,General,Bottoms,Skirts
835,28,Maternity top,1,0,4,General Petite,Tops,Blouses
835,56,"Why floreat? so perfect, yet so wrong!",3,0,25,General Petite,Tops,Blouses
867,70,Fabulous top,5,1,0,General,Tops,Knits
1020,31,Lovely,5,1,6,General,Bottoms,Skirts
1059,58,Cute pants!,5,1,0,General,Bottoms,Pants
835,63,Love it but runs large!,5,1,2,General Petite,Tops,Blouses
1059,26,Add to your collection,5,1,1,General,Bottoms,Pants
1059,51,Another winner,5,1,5,General,Bottoms,Pants
867,63,"Wear now along, wear later with a sweater",5,1,3,General,Tops,Knits
835,33,"Just beautiful, but...",4,1,2,General Petite,Tops,Blouses
835,36,,5,1,0,General Petite,Tops,Blouses
835,54,,5,1,3,General Petite,Tops,Blouses
1020,26,"Stunning, just wasn't quite right for my needs",5,1,0,General,Bottoms,Skirts
878,48,,2,0,2,General,Tops,Knits
964,33,Perfect,5,1,0,General Petite,Jackets,Jackets
178,24,Very sheer and not as form fitting,3,0,0,Initmates,Intimate,Intimates
860,26,Beautiful fabric!,5,1,0,General Petite,Tops,Knits
860,56,Great summer t,4,1,1,General Petite,Tops,Knits
899,63,Nice styling!,4,1,2,General Petite,Tops,Fine gauge
914,43,Great staple with unique touches!,5,1,0,General,Tops,Fine gauge
860,39,Cute!,5,1,2,General Petite,Tops,Knits
225,32,Quality and whimsy,5,1,1,Initmates,Intimate,Legwear
841,28,This top runs very large,3,0,4,General,Tops,Blouses
862,37,Flattering and comfortable!,5,1,0,General,Tops,Knits
970,42,Audrey hepburn,4,1,0,General Petite,Jackets,Jackets
862,33,Beautiful but has flaws,3,1,1,General,Tops,Knits
225,45,Add a little fun!,5,1,1,Initmates,Intimate,Legwear
899,63,Great autumn sweater!,5,1,4,General Petite,Tops,Fine gauge
862,38,,2,0,1,General,Tops,Knits
899,45,Wish it looked as cute in person,2,0,0,General Petite,Tops,Fine gauge
862,40,,1,0,0,General,Tops,Knits
899,52,"Relaxed, flowing fit",4,1,2,General Petite,Tops,Fine gauge
862,53,Great top!,4,1,4,General,Tops,Knits
899,47,Cardigan love,5,1,6,General Petite,Tops,Fine gauge
862,43,Soft and relaxed fit,4,1,1,General,Tops,Knits
860,37,Pretty and nicely cut,4,1,1,General Petite,Tops,Knits
225,38,I wanted to love them,2,0,0,Initmates,Intimate,Legwear
860,33,Flattering and easy,4,1,0,General Petite,Tops,Knits
860,42,,5,1,0,General Petite,Tops,Knits
860,48,Not a white tee,4,1,0,General Petite,Tops,Knits
862,58,Generously sized,5,1,2,General,Tops,Knits
860,29,Nice structure,3,1,1,General Petite,Tops,Knits
862,36,,5,1,3,General,Tops,Knits
899,28,Darker in person,3,0,0,General Petite,Tops,Fine gauge
899,53,Capsule wardrobe staple,5,1,1,General Petite,Tops,Fine gauge
398,30,Relaxed fit,4,1,2,Initmates,Intimate,Lounge
970,37,Soft and flattering,5,1,1,General,Jackets,Jackets
860,53,Great all around top,4,1,0,General Petite,Tops,Knits
964,71,The best layering piece,5,1,6,General Petite,Jackets,Jackets
862,59,Cute shirt,5,1,0,General,Tops,Knits
225,41,,5,1,1,Initmates,Intimate,Legwear
899,54,"Cute sweater, runs large",4,1,0,General Petite,Tops,Fine gauge
860,39,,5,1,0,General Petite,Tops,Knits
964,36,The alternative to the green cargo jacket,5,1,0,General Petite,Jackets,Jackets
899,53,Classic and trendy,5,1,0,General Petite,Tops,Fine gauge
862,37,,5,1,0,General,Tops,Knits
225,38,Need petite sizing,4,1,0,Initmates,Intimate,Legwear
895,30,,2,0,0,General,Tops,Fine gauge
431,19,Really cute,4,1,0,Initmates,Intimate,Intimates
862,35,Love this top,5,1,0,General,Tops,Knits
831,48,Bright and airy!,5,1,3,General,Tops,Blouses
899,65,Cute little cardi,5,1,0,General Petite,Tops,Fine gauge
860,45,Color,5,1,4,General Petite,Tops,Knits
225,58,So fun!,5,1,0,Initmates,Intimate,Legwear
964,66,Nice vest,5,1,4,General Petite,Jackets,Jackets
862,64,Much cuter in person,5,1,2,General,Tops,Knits
862,59,Good everyday shirt,3,1,0,General,Tops,Knits
841,35,Does not fit as expected,2,0,3,General,Tops,Blouses
899,28,Soft and cute,5,1,0,General Petite,Tops,Fine gauge
841,38,Great top,4,1,3,General,Tops,Blouses
830,46,Lovely material,5,1,12,General Petite,Tops,Blouses
1081,35,Green not as pictured,4,1,2,General,Dresses,Dresses
1035,59,,5,1,0,General,Bottoms,Jeans
984,55,Love this jacket!,5,1,0,General Petite,Jackets,Jackets
1008,29,Terrible!,1,0,2,General Petite,Bottoms,Skirts
830,31,Love it!,5,1,0,General Petite,Tops,Blouses
984,60,Wow!,5,1,12,General Petite,Jackets,Jackets
769,55,Nice little top,4,1,2,Initmates,Intimate,Lounge
1025,41,My new favorite jeans,4,1,2,General,Bottoms,Jeans
830,60,Off the shoulder elastic issues,3,1,13,General Petite,Tops,Blouses
888,54,Nice top,5,1,0,General,Tops,Knits
1008,51,Comfy,5,1,5,General Petite,Bottoms,Skirts
34,42,The best boy short,5,1,0,Initmates,Intimate,Intimates
1008,32,A little long,3,1,0,General Petite,Bottoms,Skirts
1008,35,Good skirt,5,1,1,General Petite,Bottoms,Skirts
1081,34,"Nice, but not for me",4,1,4,General,Dresses,Dresses
1008,27,Cute and comfy,4,1,6,General Petite,Bottoms,Skirts
984,56,One of the best denim dusters!!,5,1,0,General Petite,Jackets,Jackets
888,26,Good but runs very small,4,1,1,General,Tops,Knits
1008,39,,5,1,1,General Petite,Bottoms,Skirts
1095,27,"Runs small, stiff top",4,0,0,General Petite,Dresses,Dresses
1095,35,"Great fit, alluring",5,1,2,General Petite,Dresses,Dresses
1008,53,Lovely pattern,5,1,1,General Petite,Bottoms,Skirts
1013,28,Omg! back is see-through!!,1,0,1,General,Bottoms,Skirts
1027,59,Runs large,5,1,2,General,Bottoms,Jeans
1095,46,Runs very small,3,0,1,General Petite,Dresses,Dresses
1095,34,Fit works for some and for others,3,0,4,General Petite,Dresses,Dresses
867,56,Flattering top,5,1,5,General,Tops,Knits
1008,45,Great work skirt,5,1,5,General Petite,Bottoms,Skirts
867,38,,3,0,0,General,Tops,Knits
1008,36,Beautiful skirt - get ready for compliments,4,1,1,General Petite,Bottoms,Skirts
1095,24,Classic,5,1,2,General Petite,Dresses,Dresses
825,39,Surprisingly nice in person,4,1,0,General Petite,Tops,Blouses
825,35,Not for my body type,4,1,0,General Petite,Tops,Blouses
867,47,Not like the photo at all,1,0,20,General,Tops,Knits
867,60,Too low and very big armholes!,2,0,1,General,Tops,Knits
867,46,Red in xl is pretty,4,1,0,General,Tops,Knits
1095,35,Size up!,5,1,0,General Petite,Dresses,Dresses
1095,26,Cute!,3,1,1,General Petite,Dresses,Dresses
1095,70,Unique dress,4,1,0,General Petite,Dresses,Dresses
867,53,Great top!,4,1,2,General,Tops,Knits
1008,35,,5,1,0,General Petite,Bottoms,Skirts
1095,24,,4,1,0,General Petite,Dresses,Dresses
1008,30,Love this skirt!!!,5,1,0,General Petite,Bottoms,Skirts
1008,36,,5,1,2,General Petite,Bottoms,Skirts
867,73,Wish it fit better for me,3,1,10,General,Tops,Knits
867,34,Lovely top!,5,1,2,General,Tops,Knits
1008,41,Perfect skirt,5,1,0,General Petite,Bottoms,Skirts
1095,41,Surprisingly flattering...plus pockets!!!,4,1,0,General Petite,Dresses,Dresses
825,37,,4,1,0,General Petite,Tops,Blouses
825,43,Very flattering fit,5,1,0,General Petite,Tops,Blouses
867,41,Lovely top that runs very large,2,0,0,General,Tops,Knits
867,32,"Beautiful drape, very deep v",5,1,2,General,Tops,Knits
825,22,Unique spin to classic button down,5,1,0,General Petite,Tops,Blouses
1095,30,So great - but quality not amazing,3,1,27,General Petite,Dresses,Dresses
1095,26,Flattering,5,1,7,General Petite,Dresses,Dresses
825,43,Fun & flirty take on preppy look,5,1,1,General Petite,Tops,Blouses
1095,66,,4,1,10,General Petite,Dresses,Dresses
867,39,Pretty spring/summer top,4,1,7,General,Tops,Knits
825,37,Perfect fit for broad shoulders,5,1,0,General Petite,Tops,Blouses
825,56,Absolute steal at sale price,5,1,0,General Petite,Tops,Blouses
1008,37,,5,1,0,General Petite,Bottoms,Skirts
867,29,Beautiful top!,5,1,1,General,Tops,Knits
825,62,Great basic,4,1,1,General Petite,Tops,Blouses
1008,66,Colorful & lovely,5,1,0,General Petite,Bottoms,Skirts
921,32,Beautiful sweater,5,1,0,General,Tops,Sweaters
1095,23,"Great idea, okay execution",4,1,8,General Petite,Dresses,Dresses
867,43,Great buy on sale,4,1,1,General,Tops,Knits
1030,41,Just like the photo!!,5,1,1,General,Bottoms,Jeans
1095,27,,5,1,2,General Petite,Dresses,Dresses
867,43,Cute summer top,4,1,0,General,Tops,Knits
867,37,Odd fit,1,0,0,General,Tops,Knits
1095,42,Just...weird,2,0,4,General Petite,Dresses,Dresses
822,25,So different in a good way!,4,1,1,General,Tops,Blouses
867,39,"Droopy front, heavy fabric",1,0,8,General,Tops,Knits
1094,23,,5,1,0,General,Dresses,Dresses
994,35,"Feminine, romantic skirt",5,1,2,General Petite,Bottoms,Skirts
868,38,Great top!,5,1,0,General,Tops,Knits
481,53,Too shortwaisted,4,1,3,General Petite,Bottoms,Pants
481,31,,3,1,1,General Petite,Bottoms,Pants
1080,57,Perfect!,5,1,0,General,Dresses,Dresses
1080,37,,4,1,3,General,Dresses,Dresses
994,35,,5,1,0,General Petite,Bottoms,Skirts
481,31,If only,3,1,0,General Petite,Bottoms,Pants
481,38,Cute... if you're planning to hold it on,2,0,1,General Petite,Bottoms,Pants
902,56,High in back,4,0,0,General,Tops,Fine gauge
1054,62,Not for me...,3,1,0,General,Bottoms,Pants
1094,43,Huge,2,0,0,General,Dresses,Dresses
1026,55,Love them!,5,1,0,General Petite,Bottoms,Jeans
868,66,Great w/ black crops,3,1,0,General,Tops,Knits
1054,24,,5,1,0,General,Bottoms,Pants
1080,27,Lining makes all the difference,5,1,3,General,Dresses,Dresses
994,24,Great material and design!,5,1,0,General Petite,Bottoms,Skirts
1080,43,"Really wanted to like it, but...",1,0,0,General,Dresses,Dresses
1080,40,The maxi dress i've been looking for,4,1,17,General,Dresses,Dresses
1094,47,Gorgeus dress,5,1,0,General,Dresses,Dresses
1001,28,"High hopes, but tiny and flimsy",1,0,0,General,Bottoms,Skirts
1080,37,,4,1,10,General,Dresses,Dresses
903,35,Lovely!,5,1,0,General,Tops,Fine gauge
1026,33,5-star fantastic!,5,1,0,General Petite,Bottoms,Jeans
994,57,,5,1,0,General Petite,Bottoms,Skirts
1094,43,,5,1,0,General,Dresses,Dresses
1094,36,"Loved, but unsure about quality",3,1,0,General,Dresses,Dresses
481,33,,5,1,0,General Petite,Bottoms,Pants
868,48,Beautiful unique top,5,1,0,General,Tops,Knits
994,33,"Lovely skirt, runs a bit large.",4,1,0,General Petite,Bottoms,Skirts
1094,58,Love this dress,5,1,3,General,Dresses,Dresses
868,49,Love this top,5,1,6,General,Tops,Knits
1026,35,Sizing is all over the map!,4,1,0,General Petite,Bottoms,Jeans
1080,32,Gorgeous maxi dress,5,1,1,General,Dresses,Dresses
1026,34,"Cute leggings for cooler days, but be aware of fit",4,1,2,General Petite,Bottoms,Jeans
1026,36,,5,1,0,General Petite,Bottoms,Jeans
1094,66,Great dress but...,3,1,2,General,Dresses,Dresses
1080,39,,5,1,2,General,Dresses,Dresses
1080,28,This dress is perfect!,5,1,0,General,Dresses,Dresses
1080,31,I adore this dress.,5,1,0,General,Dresses,Dresses
868,63,,4,1,0,General,Tops,Knits
481,41,Super adorable!,5,1,9,General Petite,Bottoms,Pants
1080,41,Love it!,4,1,47,General,Dresses,Dresses
857,33,Sleeves too tight,1,0,12,General,Tops,Knits
1080,43,Dreamy bohemian maxi,5,1,2,General,Dresses,Dresses
481,59,Beautiful! ...but not for a long torso,4,0,1,General Petite,Bottoms,Pants
1094,30,Huge!!,2,0,0,General,Dresses,Dresses
1094,63,Tassels :(,3,0,1,General,Dresses,Dresses
857,34,Great casual top,4,1,0,General,Tops,Knits
1094,58,Great autumn dress,5,1,0,General,Dresses,Dresses
1026,35,Great legging cord!!,4,1,0,General Petite,Bottoms,Jeans
1026,34,Nice fitting cords-bronze,5,1,0,General Petite,Bottoms,Jeans
903,36,Beautiful design,4,1,0,General,Tops,Fine gauge
1054,35,Beautiful fabric,4,1,0,General,Bottoms,Pants
1094,39,Bohoranna rhapsody,4,1,0,General,Dresses,Dresses
1080,39,Another tracy reese winner,5,1,6,General,Dresses,Dresses
1080,33,Great dress,5,1,2,General,Dresses,Dresses
1094,50,Beautiful dress,5,1,0,General,Dresses,Dresses
857,32,Cute but a little maternity looking,3,1,0,General,Tops,Knits
1080,33,Gorgeous!,5,1,0,General,Dresses,Dresses
1094,39,Exquisite,5,1,0,General,Dresses,Dresses
1094,65,Ingenious mix of line and detail: ranna gill!,5,1,9,General,Dresses,Dresses
1001,43,Not as shown,2,0,5,General,Bottoms,Skirts
1080,44,"Great dress, even better in person!",5,1,2,General,Dresses,Dresses
857,38,Flows nicely,5,1,1,General,Tops,Knits
1054,37,Too big,2,0,0,General,Bottoms,Pants
1080,39,In love with this dress!!!!,5,1,1,General,Dresses,Dresses
860,36,Nice knit button up,5,1,0,General,Tops,Knits
1059,67,Funky fun,5,1,13,General Petite,Bottoms,Pants
1066,51,Perfect summer pants!,5,1,0,General Petite,Bottoms,Pants
1094,26,Belle of the ball,5,1,0,General,Dresses,Dresses
371,38,Disappointed,1,0,1,Initmates,Intimate,Lounge
1066,44,,5,1,2,General Petite,Bottoms,Pants
828,56,Runs small,4,1,0,General,Tops,Blouses
1035,41,Just a perfect pair!,5,1,4,General,Bottoms,Jeans
1059,36,Super cute but not for me,4,0,0,General Petite,Bottoms,Pants
1059,39,Great day/night pants,5,1,0,General Petite,Bottoms,Pants
1066,38,Great for spring,4,1,0,General Petite,Bottoms,Pants
860,41,,5,1,16,General,Tops,Knits
838,42,Beautiful - if you're pregnant with twins.,2,0,14,General,Tops,Blouses
1081,42,"Beautiful dress, fits poorly",2,0,5,General,Dresses,Dresses
828,33,Surprised this shirt is still available !,5,1,0,General,Tops,Blouses
898,50,I'd rather pay property taxes than buy this one!,2,0,7,General,Tops,Fine gauge
860,53,Great shirt,5,1,2,General,Tops,Knits
1035,39,"Ok, but didn't love the length (on me)",4,1,2,General,Bottoms,Jeans
1066,39,Nice but stil la tad long in eptite,5,1,13,General Petite,Bottoms,Pants
1035,59,Perfect except runs way too small,3,1,15,General,Bottoms,Jeans
1035,38,Great fit,4,1,1,General,Bottoms,Jeans
860,25,,5,1,0,General,Tops,Knits
1066,56,The perfect pant for warmer weather,5,1,4,General Petite,Bottoms,Pants
1066,41,Great pants!,5,1,2,General Petite,Bottoms,Pants
1066,52,Love these pants!,5,1,1,General Petite,Bottoms,Pants
1036,56,Great jean,5,1,0,General,Bottoms,Jeans
1078,46,Truly beautiful dress,5,1,0,General,Dresses,Dresses
1094,26,,5,1,0,General,Dresses,Dresses
1081,47,Square,3,0,0,General,Dresses,Dresses
1059,54,Off the grid,5,1,0,General Petite,Bottoms,Pants
860,41,"Like, don't love",4,1,2,General,Tops,Knits
1066,56,My favorite spring pants,5,1,3,General Petite,Bottoms,Pants
1146,66,Odd fit,3,1,10,General,Trend,Trend
206,39,Can't resist hot air balloons!,5,1,2,Initmates,Intimate,Sleep
1066,49,Dreamy pants,5,1,2,General Petite,Bottoms,Pants
1059,57,Perfect summer crop,5,1,0,General Petite,Bottoms,Pants
1066,57,Nice summer pants.,5,1,5,General Petite,Bottoms,Pants
1082,35,,5,1,1,General Petite,Dresses,Dresses
1035,32,Awesome versatile jeans,5,1,1,General Petite,Bottoms,Jeans
1066,72,"Love! but more tall options, please!",5,1,11,General Petite,Bottoms,Pants
1066,36,"Great pants, a tad long in petite",4,1,1,General Petite,Bottoms,Pants
1035,41,Comfy and flattering,5,1,1,General Petite,Bottoms,Jeans
828,25,"Great shirt, excellent details",5,1,0,General,Tops,Blouses
1066,60,,4,1,8,General Petite,Bottoms,Pants
1066,49,Cute pants,4,1,0,General Petite,Bottoms,Pants
828,45,Great take on a classic!,5,1,0,General,Tops,Blouses
1059,68,"Very cute, very, very cute",5,1,2,General Petite,Bottoms,Pants
1078,28,Gorgeous detailing,5,1,3,General Petite,Dresses,Dresses
1082,59,Very unflattering dress,1,0,6,General Petite,Dresses,Dresses
1059,38,So cute,5,1,3,General Petite,Bottoms,Pants
860,28,,5,1,0,General,Tops,Knits
1066,50,Super cute wear well,5,1,2,General Petite,Bottoms,Pants
1081,55,Almost.,2,0,3,General Petite,Dresses,Dresses
860,48,Perfect shirt,5,1,37,General,Tops,Knits
860,50,Sizing is off,3,1,0,General,Tops,Knits
1035,37,Fun but not perfect,4,1,2,General Petite,Bottoms,Jeans
1009,56,,5,1,1,General Petite,Bottoms,Skirts
1092,50,Just right,5,1,0,General Petite,Dresses,Dresses
872,49,,5,1,0,General Petite,Tops,Knits
1016,41,Would be great but...,2,0,11,General,Bottoms,Skirts
1197,68,Perfect every day neutral,5,1,1,General,Dresses,Dresses
862,76,,2,0,0,General Petite,Tops,Knits
1092,50,Wanted to like it,3,0,0,General Petite,Dresses,Dresses
1016,42,Try on before purchasing,4,1,1,General,Bottoms,Skirts
862,37,,5,1,0,General Petite,Tops,Knits
1092,44,,3,0,0,General Petite,Dresses,Dresses
862,46,Not your everyday cardi,5,1,6,General Petite,Tops,Knits
1016,49,Cute,4,1,1,General,Bottoms,Skirts
1016,35,Flawed,1,0,3,General,Bottoms,Skirts
862,64,,5,1,3,General Petite,Tops,Knits
872,29,Awkward shape,4,0,0,General Petite,Tops,Knits
1092,31,Love,5,1,3,General Petite,Dresses,Dresses
807,21,,5,1,2,Initmates,Intimate,Intimates
1197,60,Most comfortable fabric i've ever worn,5,1,0,General,Dresses,Dresses
1016,45,Cute skirt in theory,2,0,2,General,Bottoms,Skirts
872,60,Love this shirt!,5,1,0,General Petite,Tops,Knits
1016,44,Can't get it on,1,0,2,General,Bottoms,Skirts
1197,55,Flattering and versatile,5,1,0,General,Dresses,Dresses
1009,23,,4,1,0,General Petite,Bottoms,Skirts
793,66,Wide and long,4,1,0,Initmates,Intimate,Sleep
1009,51,Halfway lovely,3,0,4,General Petite,Bottoms,Skirts
872,28,Great t-shirt for everyday use,5,1,3,General Petite,Tops,Knits
1016,61,So bizarre!,5,1,3,General,Bottoms,Skirts
1009,39,"Good idea, wrong color.",3,1,0,General Petite,Bottoms,Skirts
1092,44,Another huge dress...,4,1,3,General Petite,Dresses,Dresses
1083,31,An absolute hit - if you buy the right print,4,1,2,General Petite,Dresses,Dresses
1009,31,Girls with hips - size up!,4,1,4,General Petite,Bottoms,Skirts
1016,38,Would be cute if i could get it on,2,0,24,General,Bottoms,Skirts
1009,34,Beautiful!,5,1,17,General Petite,Bottoms,Skirts
1009,57,Mustard,4,1,8,General Petite,Bottoms,Skirts
862,63,,5,1,0,General Petite,Tops,Knits
872,41,Cute basic,4,1,0,General Petite,Tops,Knits
862,31,Gorgeous sweater,5,1,0,General Petite,Tops,Knits
1016,43,Beautiful skirt!,4,1,1,General,Bottoms,Skirts
1016,32,Beautiful skirt,4,1,0,General,Bottoms,Skirts
1092,36,,5,1,22,General Petite,Dresses,Dresses
1092,50,Love this dress,5,1,1,General Petite,Dresses,Dresses
862,27,Effortless style,4,1,0,General,Tops,Knits
872,66,Cute and comfy,5,1,0,General Petite,Tops,Knits
1016,46,Small,2,0,1,General,Bottoms,Skirts
321,27,Love it!!,5,1,5,Initmates,Intimate,Swim
807,39,Great top!,5,1,0,Initmates,Intimate,Intimates
807,43,Gorgeous green color,5,1,0,Initmates,Intimate,Intimates
872,36,A staple!,5,1,4,General Petite,Tops,Knits
1092,39,Uhhhmmmazing!,5,1,2,General Petite,Dresses,Dresses
862,61,,4,1,6,General,Tops,Knits
1016,67,Mission impossible,1,0,13,General,Bottoms,Skirts
1116,46,Too bulky,1,0,1,General,Jackets,Outerwear
1009,38,Great skirt,5,1,0,General Petite,Bottoms,Skirts
1022,42,Love these jeans!,5,1,4,General,Bottoms,Jeans
831,32,Beautiful,5,1,0,General,Tops,Blouses
872,29,,5,1,0,General Petite,Tops,Knits
831,67,Greenhouse tank,5,1,2,General,Tops,Blouses
831,43,Pleasing spring floral print,5,1,3,General,Tops,Blouses
831,64,Gorgeous spring blouse!,5,1,3,General,Tops,Blouses
1146,36,Gorgeous vintage glamour,5,1,1,General,Trend,Trend
1097,37,Fun summer dress.,4,1,10,General,Dresses,Dresses
867,38,Material,2,0,0,General,Tops,Knits
927,48,,4,1,0,General Petite,Tops,Sweaters
1022,35,,5,1,0,General,Bottoms,Jeans
